"1","water","n.水"
"2","month","n.月"
"3","park","n.公园"
"4","bird","n.鸟"
"5","river","n.河流"
"6","July","n.七月"
"7","insurance","n.保险"
"8","transport","n.交通、运输"
"9","garden","n.花园"
"10","station","n.车站"
"11","flower","n.花"
"12","light","n.光 / adj.轻的"
"13","Thursday","n.星期四"
"14","family","n.家庭"
"15","map","n.地图"
"16","museum","n.博物馆"
"17","business","n.生意、事务"
"18","forest","n.森林"
"19","temperature","n.温度"
"20","beach","n.海滩"
"21","bridge","n.桥"
"22","insect","n.昆虫"
"23","parking","n.停车"
"24","school","n.学校"
"25","supermarket","n.超市"
"26","June","n.六月"
"27","September","n.九月"
"28","desert","n.沙漠"
"29","hotel","n.酒店"
"30","photo","n.照片"
"31","animal","n.动物"
"32","mountain","n.山"
"33","helicopter","n.直升机"
"34","newspaper","n.报纸"
"35","photograph","n.照片"
"36","weather","n.天气"
"37","wood","n.木头、树木"
"38","depth","n.深度"
"39","Tuesday","n.星期二"
"40","August","n.八月"
"41","October","n.十月"
"42","egg","n.蛋"
"43","fear","n.害怕"
"44","flexible","adj.灵活的"
"45","pool","n.水池"
"46","relationship","n.关系"
"47","rock","n.岩石"
"48","safety","n.安全"
"49","swimming","n.游泳"
"50","traffic","n.交通"
