1,loudness,n.响度
2,garbage,n.垃圾
3,peer,n.同龄人、同辈
4,folk,n.人们、民间音乐
5,guitar,n.吉他
6,beech,n.山毛榉
7,Mexico,n.墨西哥
8,shiny,adj.闪亮的
9,fertility,n.生育力、肥沃
10,Spain,n.西班牙
11,body,n.身体
12,spell,v.拼写 / n.咒语
13,mend,v.修理
14,fog,n.雾
15,rocket,n.火箭
16,inspector,n.检查员
17,package,n.包裹
18,swing,v.摇摆 / n.秋千
19,snail,n.蜗牛
20,royalty,n.皇室
21,blackberry,n.黑莓
22,cool,adj.凉爽的、酷的
23,diesel,n.柴油
24,install,v.安装
25,blog,n.博客
26,ear,n.耳朵
27,producer,n.制片人、生产者
28,shampoo,n.洗发水
29,minute,n.分钟
30,poisonous,adj.有毒的
31,disco,n.迪斯科舞厅
32,empathy,n.共情、同理心
33,violence,n.暴力
34,mean,v.意思是 / adj.吝啬的、刻薄的
35,trap,n.陷阱
36,striker,n.前锋、罢工者
37,watch,n.手表 / v.观看
38,pasta,n.意大利面
39,basketball,n.篮球
40,butter,n.黄油
41,sailor,n.水手
42,stove,n.炉子
43,sweet,adj.甜的
44,feminism,n.女权主义
45,speaker,n.扬声器、演讲者
46,status,n.地位、状态
47,paint,n.油漆 / v.涂漆、绘画
48,advertisement,n.广告
