"1","raining","n.下雨"
"2","rabbit","n.兔子"
"3","flourish","v.繁荣、兴旺"
"4","focus","n.焦点 / v.集中"
"5","queen","n.女王"
"6","footprint","n.脚印"
"7","progress","n.进步"
"8","processing","n.加工、处理"
"9","freezer","n.冰柜"
"10","fresh","adj.新鲜的"
"11","friction","n.摩擦"
"12","friendly","adj.友好的"
"13","friendship","n.友谊"
"14","frustration","n.挫折"
"15","function","n.功能"
"16","future","n.未来"
"17","gap","n.差距、间隙"
"18","gene","n.基因"
"19","portrait","n.肖像"
"20","genetics","n.遗传学"
"21","global warming","n.全球变暖"
"22","glove","n.手套"
"23","poster","n.海报"
"24","graduate","n.毕业生 / v.毕业"
"25","postage","n.邮资"
"26","Greek","adj.希腊的 / n.希腊人"
"27","ground","n.地面"
"28","guard","n.警卫"
"29","popularity","n.受欢迎程度"
"30","polished","adj.光亮的、优雅的"
"31","guest","n.客人"
"32","harden","v.变硬"
"33","harvest","n.收获"
"34","poet","n.诗人"
"35","poem","n.诗"
"36","phone number","n.电话号码"
"37","heater","n.加热器"
"38","heavy","adj.重的"
"39","perception","n.感知、理解"
"40","hiking","n.徒步旅行"
"41","paradise","n.天堂"
"42","hive","n.蜂巢"
"43","horizon","n.地平线"
"44","horror","n.恐怖"
"45","pain-killer","n.止痛药"
"46","housing","n.住房"
"47","hurricane","n.飓风"
"48","organisations","n.组织"
"49","ice pack","n.冰袋"
"50","fashioned","adj.形成的、样式的"
