"1","politics","n.政治"
"2","Africa","n.非洲"
"3","homesick","adj.想家的"
"4","favourite","adj.最喜欢的 / n.最喜爱的人或物"
"5","applicant","n.申请人"
"6","appliance","n.器具、家电"
"7","maximum","n.最大值 / adj.最大的"
"8","circumstance","n.情况、环境"
"9","placement","n.实习、安置"
"10","domestic","adj.国内的、家庭的"
"11","appointment","n.约会、任命"
"12","describe","v.描述"
"13","fourteen","num.十四"
"14","overlap","v.重叠"
"15","underside","n.底部"
"16","underneath","prep.在……下面"
"17","dimension","n.尺寸、维度"
"18","medium","n.媒介、手段"
"19","smoking","n.吸烟"
"20","decide","v.决定"
"21","annual","adj.每年的"
"22","squash","n.壁球"
"23","fitness","n.健康、健身"
"24","electric","adj.电的"
"25","piece","n.片、件"
"26","tough","adj.坚韧的、困难的"
"27","productive","adj.多产的、高效的"
"28","quarter","n.四分之一"
"29","teddy","n.泰迪熊"
"30","Monday","n.星期一"
"31","eighteen","num.十八"
"32","taste","n.味道"
"33","flashing","adj.闪光的"
"34","remove","v.移除"
"35","housewives","n.家庭主妇"
"36","black","adj.黑色的"
"37","mile","n.英里"
"38","revolution","n.革命"
"39","employment","n.就业"
"40","diploma","n.文凭"
"41","refrigerator","n.冰箱"
"42","stereo","n.立体声设备"
"43","British","adj.英国的 / n.英国人"
"44","million","n.百万"
"45","craft","n.手艺、工艺"
"46","vocational","adj.职业的"
"47","awful","adj.糟糕的"
"48","homestay","n.寄宿家庭"
"49","bunch","n.束、群"
"50","uphill","adj.向上的、艰难的"
