"1","feather","n.羽毛"
"2","higher","adj.更高的"
"3","history","n.历史"
"4","interaction","n.互动"
"5","keyboard","n.键盘"
"6","knife","n.刀"
"7","lane","n.小路、车道"
"8","lunch","n.午餐"
"9","tool","n.工具"
"10","method","n.方法"
"11","milk","n.牛奶"
"12","money","n.金钱"
"13","movement","n.运动、活动"
"14","mud","n.泥、泥浆"
"15","music","n.音乐"
"16","night","n.夜晚"
"17","number","n.数字"
"18","office","n.办公室"
"19","piano","n.钢琴"
"20","picture","n.图片、照片"
"21","quality","n.质量"
"22","rain","n.雨"
"23","report","n.报告"
"24","risk","n.风险"
"25","shark","n.鲨鱼"
"26","speed","n.速度"
"27","spider","n.蜘蛛"
"28","studio","n.工作室"
"29","technology","n.技术"
"30","traditional","adj.传统的"
"31","transportation","n.运输、交通"
"32","village","n.村庄"
"33","walking","n.步行"
"34","wild","adj.野生的"
"35","shell","n.贝壳、外壳"
"36","exhibition","n.展览"
"37","emotion","n.情感"
"38","morning","n.早晨"
"39","engineer","n.工程师"
"40","view","n.景色、观点"
"41","toy","n.玩具"
"42","Wednesday","n.星期三"
"43","action","n.行动"
"44","box","n.盒子"
"45","breakfast","n.早餐"
"46","camp","n.营地"
"47","cave","n.洞穴"
"48","cleaning","n.清洁"
"49","computer","n.电脑"
"50","concentration","n.专注、集中"
