"1","cost","n.成本 / v.花费"
"2","damage","n.损害"
"3","dentist","n.牙医"
"4","double","adj.双倍的 / n.两倍"
"5","drama","n.戏剧、剧本"
"6","drink","n.饮料"
"7","driver","n.司机"
"8","energy","n.能量"
"9","engineering","n.工程学"
"10","estimate","n.估计"
"11","expectation","n.期望"
"12","flooding","n.洪水"
"13","freedom","n.自由"
"14","frequency","n.频率"
"15","gate","n.大门"
"16","gender","n.性别"
"17","glue","n.胶水"
"18","gold","n.金子"
"19","green","adj.绿色的 / n.绿色"
"20","guide","n.导游、指南"
"21","hard","adj.困难的、坚硬的"
"22","heart","n.心脏"
"23","holiday","n.假期"
"24","honey","n.蜂蜜"
"25","hunting","n.打猎"
"26","international","adj.国际的"
"27","internet","n.互联网"
"28","job","n.工作"
"29","kindness","n.善良"
"30","labour","n.劳动"
"31","link","n.链接"
"32","liquid","n.液体"
"33","marketing","n.市场营销"
"34","mat","n.垫子"
"35","mathematics","n.数学"
"36","media","n.媒体"
"37","middle","n.中间"
"38","mineral","n.矿物"
"39","neck","n.脖子"
"40","noisy","adj.吵闹的"
"41","north america","n.北美洲"
"42","obligation","n.义务"
"43","outdoor","adj.户外的"
"44","packaging","n.包装"
"45","partner","n.伙伴"
"46","pattern","n.模式、图案"
"47","pizza","n.比萨"
"48","poverty","n.贫穷"
"49","prison","n.监狱"
"50","protection","n.保护"
