1,mother,n.母亲
2,mould,n.霉菌、模具
3,napkin,n.餐巾
4,nitrogen,n.氮
5,normal,adj.正常的
6,northeast,n.东北
7,northern,adj.北方的
8,nursery,n.托儿所
9,object,n.物体、目标
10,sad,adj.悲伤的
11,oldest,adj.最老的
12,opera,n.歌剧
13,organization,n.组织
14,page,n.页面、页
15,runner,n.跑步者
16,password,n.密码
17,round,adj.圆的 / n.回合
18,peak,n.山峰、顶点
19,performance,n.表演、表现
20,person,n.人
21,personality,n.个性、性格
22,pest,n.害虫
23,pet,n.宠物
24,petrol station,n.加油站
25,rose,n.玫瑰
26,retain,v.保留
27,platform,n.平台、站台
28,pleasure,n.愉快
29,poison,n.毒药
30,police,n.警察
31,residential,adj.住宅的
32,pot,n.罐、壶
33,pound,n.英镑
34,private,adj.私人的
35,product,n.产品
36,production,n.生产
37,proof,n.证明
38,purple,n.紫色
39,quantity,n.数量
40,profitable,adj.有利润的
41,radar,n.雷达
42,rainbow,n.彩虹
43,rainfall,n.降雨量
44,reading,n.阅读
45,recall,v.回忆
46,record,n.记录
47,priority,n.优先事项
48,regular,adj.规律的
49,pressed,adj.被压的
50,regulation,n.规章、制度
