"1","call","v.呼叫 / n.电话"
"2","theoretical","adj.理论的"
"3","brightness","n.亮度"
"4","timetable","n.时间表"
"5","toaster","n.烤面包机"
"6","boy","n.男孩"
"7","tour","n.旅行、参观"
"8","tower","n.塔"
"9","town","n.城镇"
"10","bonus","n.奖金"
"11","biscuit","n.饼干"
"12","biomass","n.生物质"
"13","bin","n.垃圾桶"
"14","tray","n.托盘"
"15","trip","n.旅行"
"16","bee","n.蜜蜂"
"17","twice","adv.两次"
"18","bargain","n.便宜货、交易"
"19","unattractive","adj.无吸引力的"
"20","barcode","n.条形码"
"21","baker","n.面包师"
"22","baby","n.婴儿"
"23","attractive","adj.有吸引力的"
"24","unfurnished","adj.无家具的"
"25","unnatural","adj.不自然的"
"26","urban","adj.城市的"
"27","appeal","n.吸引力 / v.呼吁"
"28","varied","adj.多样的"
"29","artificial","adj.人工的"
"30","variety","n.种类、多样性"
"31","apply","v.申请、应用"
"32","velvet","n.天鹅绒"
"33","appearance","n.外貌、出现"
"34","video","n.视频"
"35","virus","n.病毒"
"36","visa","n.签证"
"37","visitor","n.游客、来访者"
"38","vitamin","n.维生素"
"39","antiseptic","n.防腐剂"
"40","wage","n.工资"
"41","antibiotic","n.抗生素"
"42","ancestor","n.祖先"
"43","wash","v.洗"
"44","waste","n.浪费、废物"
"45","air travel","n.航空旅行"
"46","waterproof","adj.防水的"
"47","aging","n.衰老"
"48","wealth","n.财富"
"49","weapon","n.武器"
"50","against","prep.反对、倚靠"
