"1","fun","n.乐趣"
"2","fur","n.毛皮"
"3","gallery","n.画廊"
"4","gardening","n.园艺"
"5","Germany","n.德国"
"6","glasses","n.眼镜"
"7","goal","n.目标、进球"
"8","grocery","n.杂货店"
"9","habitat","n.栖息地"
"10","half","n.一半"
"11","hall","n.大厅"
"12","hand","n.手"
"13","headache","n.头痛"
"14","health","n.健康"
"15","healthier","adj.更健康的"
"16","heat","n.热量"
"17","hike","n.徒步旅行"
"18","hole","n.洞"
"19","house","n.房子"
"20","humor","n.幽默"
"21","identification","n.身份证明"
"22","image","n.图像、形象"
"23","information","n.信息"
"24","instrument","n.仪器、乐器"
"25","island","n.岛屿"
"26","Italy","n.意大利"
"27","jazz","n.爵士乐"
"28","joke","n.玩笑"
"29","juice","n.果汁"
"30","kidney","n.肾脏"
"31","label","n.标签"
"32","larger","adj.更大的"
"33","lead","v.带领"
"34","lifestyle","n.生活方式"
"35","lion","n.狮子"
"36","locker","n.储物柜"
"37","loss","n.损失"
"38","lounge","n.休息室"
"39","machinery","n.机器、机械装置"
"40","mail","n.邮件"
"41","maintenance","n.维护、保养"
"42","massage","n.按摩"
"43","meal","n.餐、饭"
"44","mobility","n.流动性、活动力"
"45","mood","n.心情"
"46","movie","n.电影"
"47","myth","n.神话"
"48","nest","n.巢"
"49","nylon","n.尼龙"
"50","olive oil","n.橄榄油"
