"1","experiment","n.实验"
"2","liter","n.升"
"3","sky","n.天空"
"4","reasonable","adj.合理的"
"5","clear","adj.清楚的"
"6","outline","n.概要、大纲"
"7","teaching","n.教学"
"8","handout","n.讲义"
"9","drop-off","n.下车点、投递处"
"10","conditioner","n.护发素、调节器"
"11","clubhouse","n.会所"
"12","prize","n.奖品"
"13","collect","v.收集"
"14","newsletter","n.通讯"
"15","supervise","v.监督"
"16","guided","adj.有向导的"
"17","notice","n.通知"
"18","February","n.二月"
"19","London","n.伦敦"
"20","Bristol","n.布里斯托"
"21","showroom","n.陈列室"
"22","cottage","n.小屋"
"23","windy","adj.有风的"
"24","humid","adj.潮湿的"
"25","shady","adj.阴凉的"
"26","shaded","adj.被遮蔽的"
"27","dangerous","adj.危险的"
"28","considerably","adv.相当大地"
"29","filter","n.过滤器"
"30","low","adj.低的"
"31","mass","n.大量、质量"
"32","specialist","n.专家"
"33","unaware","adj.未察觉的"
"34","individual","n.个人 / adj.个体的"
"35","monthly","adj.每月的"
"36","questionnaire","n.问卷"
"37","approximately","adv.大约"
"38","facility","n.设施"
"39","staff","n.职员"
"40","dictionary","n.词典"
"41","speech","n.演讲、说话"
"42","nearest","adj.最近的"
"43","balloon","n.气球"
"44","measurement","n.测量"
"45","tail","n.尾巴"
"46","sense","n.感觉、意义"
"47","bill","n.账单"
"48","employer","n.雇主"
"49","daughter","n.女儿"
"50","practice","n.练习、实践"
