"1","hillside","n.山坡"
"2","ripen","v.成熟"
"3","moderation","n.适度"
"4","architecture","n.建筑学、建筑风格"
"5","climb","v.攀登"
"6","captain","n.船长、队长"
"7","spaceman","n.宇航员"
"8","offer","v.提供 / n.提议"
"9","economics","n.经济学"
"10","deadline","n.截止日期"
"11","attendance","n.出席、到场人数"
"12","evidence","n.证据"
"13","dome","n.圆顶"
"14","management","n.管理"
"15","cell","n.细胞、单元格"
"16","drying","n.干燥"
"17","worm","n.虫"
"18","vary","v.变化"
"19","sector","n.部门、领域"
"20","religion","n.宗教"
"21","relative","n.亲戚 / adj.相对的"
"22","academic","adj.学术的"
"23","access","n.通道、使用权"
"24","accountant","n.会计"
"25","advanced","adj.高级的、先进的"
"26","advantage","n.优势"
"27","adventure","n.冒险"
"28","advice","n.建议"
"29","agreement","n.协议、一致"
"30","analysis","n.分析"
"31","answer","n.答案 / v.回答"
"32","approach","n.方法 / v.接近"
"33","arts","n.艺术"
"34","Asia","n.亚洲"
"35","athlete","n.运动员"
"36","attention","n.注意"
"37","wrong","adj.错误的"
"38","aunt","n.姑妈、姨妈"
"39","automatic","adj.自动的"
"40","worker","n.工人"
"41","background","n.背景"
"42","bacterium","n.细菌"
"43","woman","n.女人"
"44","bakery","n.面包店"
"45","wok","n.炒锅"
"46","base","n.基础"
"47","basic","adj.基本的"
"48","wet","adj.湿的"
"49","bed","n.床"
"50","way","n.方式、道路"
