1,bottle,n.瓶子
2,boarding,n.登机、寄宿
3,berry,n.浆果
4,bay,n.海湾
5,afternoon,n.下午
6,absent,adj.缺席的
7,advertising,n.广告业
8,rumor,n.谣言
9,reusable,adj.可重复使用的
10,ozone layer,n.臭氧层
11,infrastructure,n.基础设施
12,knee,n.膝盖
13,planet,n.行星
14,printing,n.印刷
15,companionship,n.友谊、陪伴
16,sunset,n.日落
17,stream,n.溪流、流动
18,data,n.数据
19,son,n.儿子
20,rectangular,adj.矩形的
21,clapping,n.鼓掌
22,alone,adj.孤独的、单独的
23,disc,n.圆盘、光盘
24,endangered,adj.濒危的
25,harbour,n.港口
26,melon,n.瓜
27,strawberry,n.草莓
28,mouth,n.嘴巴
29,toothpaste,n.牙膏
30,fertiliser,n.肥料
31,nutrient,n.营养物
32,growth,n.增长、成长
33,yellow,adj.黄色的
34,cattle,n.牛群
35,tailor,n.裁缝
36,profession,n.职业
37,visible,adj.可见的
38,waist,n.腰
39,handbag,n.手提包
40,full,adj.满的
41,life,n.生命
42,timing,n.时机
43,thousand,n.一千
44,tracking,n.追踪
45,prediction,n.预测
46,receptionist,n.接待员
47,plot,n.情节、阴谋
48,poetry,n.诗歌
49,lamp,n.灯
50,litter,n.垃圾
