"1","beginner","n.初学者"
"2","beginning","n.开始"
"3","war","n.战争"
"4","belt","n.皮带、腰带"
"5","voice","n.声音"
"6","vest","n.背心"
"7","use","v.使用 / n.用途"
"8","blanket","n.毯子"
"9","block","n.街区、块"
"11","unfair","adj.不公平的"
"12","booking","n.预订"
"13","bookshelf","n.书架"
"14","bookshop","n.书店"
"15","boot","n.靴子"
"16","breed","v.繁殖"
"17","understand","v.理解"
"18","bucket","n.桶"
"19","budget","n.预算"
"20","builder","n.建筑工人"
"21","bus stop","n.公交车站"
"22","bush","n.灌木"
"23","business management","n.企业管理"
"24","uncontrolled","adj.无法控制的"
"26","uncle","n.叔叔、舅舅"
"27","twin","n.双胞胎之一"
"28","camping","n.露营"
"29","campsite","n.露营地"
"30","truck","n.卡车"
"31","traveling","n.旅行"
"32","canteen","n.食堂、水壶"
"33","carbon dioxide","n.二氧化碳"
"34","carnival","n.狂欢节"
"35","transit","n.运输、过境"
"36","CD","n.光盘"
"37","cement","n.水泥"
"38","central","adj.中央的"
"39","thunder","n.雷声"
"40","theater","n.剧院"
"41","texts","n.文本、短信"
"42","character","n.人物、性格"
"43","chemistry","n.化学"
"44","choice","n.选择"
"45","technician","n.技术员"
"46","tear","n.眼泪"
"47","cigar","n.雪茄"
"48","switched","adj.切换的、改变的"
"49","client","n.客户"
"50","closed","adj.关闭的"
