"1","dining","n.进餐"
"2","disadvantage","n.劣势"
"3","disappear","v.消失"
"4","seaweed","n.海藻"
"5","seagrass","n.海草"
"6","donkey","n.驴"
"7","drawer","n.抽屉"
"8","save","v.节省、拯救"
"9","drink milk","v.喝牛奶"
"10","drought","n.干旱"
"11","drug","n.药物"
"12","dry season","n.旱季"
"13","stadium","n.体育场"
"14","sandglass","n.沙漏"
"15","eagle","n.鹰"
"16","salesman","n.销售员"
"17","edit","v.编辑"
"18","education","n.教育"
"19","effect","n.影响"
"20","emergency","n.紧急情况"
"21","energy-saving","adj.节能的"
"22","English","n.英语"
"23","enjoyable","adj.令人愉快的"
"24","riding","n.骑行"
"25","rich","adj.富有的"
"26","rhyme","n.押韵"
"27","exam","n.考试"
"28","excitement","n.兴奋"
"29","reused","adj.被重复使用的"
"30","extra","adj.额外的"
"31","renting","n.租赁"
"32","fashion","n.时尚"
"33","faster","adj.更快的"
"34","registration","n.注册"
"35","red","adj.红色的"
"36","feeling","n.感觉"
"37","recruitment","n.招聘"
"38","female","adj.女性的 / n.女性"
"39","fence","n.篱笆"
"40","ferry","n.渡船"
"41","fertilise","v.使受精、施肥"
"42","fiction","n.小说"
"43","fighting","n.战斗"
"44","file","n.文件"
"45","financial","adj.金融的、财政的"
"46","firewood","n.柴火"
"47","first","adj.第一的"
"48","recent","adj.最近的"
"49","reasoning ability","n.推理能力"
"50","realistic","adj.现实的"
