"1","organic","adj.有机的"
"2","outside","adv.在外面 / n.外部"
"3","painter","n.画家"
"4","participation","n.参与"
"5","party","n.聚会、政党"
"6","patience","n.耐心"
"7","pen","n.钢笔"
"8","personal","adj.个人的"
"9","photography","n.摄影"
"10","planning","n.规划"
"11","power","n.力量、电力"
"12","present","n.礼物 / adj.现在的"
"13","privacy","n.隐私"
"14","process","n.过程"
"15","profit","n.利润"
"16","protein","n.蛋白质"
"17","purpose","n.目的"
"18","qualification","n.资格、资历"
"19","rack","n.架子"
"20","rats","n.老鼠"
"21","reaction","n.反应"
"22","reception","n.接待、招待会"
"23","Russia","n.俄罗斯"
"24","safe","adj.安全的"
"25","same","adj.相同的"
"26","scale","n.规模、刻度"
"27","scientific","adj.科学的"
"28","sculpture","n.雕塑"
"29","seafood","n.海鲜"
"30","seat","n.座位"
"31","security","n.安全"
"32","shellfish","n.贝类"
"33","ship","n.船"
"34","shop","n.商店"
"35","slide","n.滑梯、幻灯片"
"36","sliver","n.碎片、细片"
"37","small","adj.小的"
"38","smooth","adj.光滑的"
"39","snack","n.零食"
"40","software","n.软件"
"41","solid","adj.固体的、坚固的"
"42","solution","n.解决方案"
"43","spaces","n.空间"
"44","stick","n.棍、棒"
"45","still","adv.仍然"
"46","store","n.商店"
"47","stressful","adj.有压力的"
"48","string","n.绳子、弦"
"49","surface","n.表面"
"50","switch","n.开关"
