"1","basement","n.地下室"
"2","board","n.板、委员会"
"3","boat","n.船"
"4","booklet","n.小册子"
"5","booth","n.亭、摊位"
"6","brain","n.大脑"
"7","breathing","n.呼吸"
"8","buffet","n.自助餐"
"9","building","n.建筑物"
"10","business plan","n.商业计划"
"11","cable","n.电缆"
"12","card","n.卡片"
"13","category","n.类别"
"14","century","n.世纪"
"15","cheap","adj.便宜的"
"16","check","v.检查 / n.核对"
"17","chicken","n.鸡肉"
"18","clothing","n.衣物"
"19","coconut","n.椰子"
"20","college","n.学院"
"21","commercial","adj.商业的"
"22","common","adj.常见的、共同的"
"23","complex","adj.复杂的 / n.综合体"
"24","computing","n.计算机科学"
"25","conservation","n.保护"
"26","contract","n.合同"
"27","crack","n.裂缝"
"28","cream","n.奶油、乳霜"
"29","declining","adj.下降的"
"30","depression","n.抑郁、萧条"
"31","diary","n.日记"
"32","digestive","adj.消化的"
"33","dinner","n.晚餐"
"34","discount","n.折扣"
"35","dismiss","v.解雇、驳回"
"36","dive","v.潜水"
"37","dog","n.狗"
"38","dream","n.梦"
"39","dry","adj.干燥的"
"40","economic","adj.经济的"
"41","efficiency","n.效率"
"42","electrical","adj.电的"
"43","sign","n.标志、迹象"
"44","emperor","n.皇帝"
"45","Europe","n.欧洲"
"46","external","adj.外部的"
"47","fight","n.战斗、打架"
"48","fluid","n.液体"
"49","fountain","n.喷泉"
"50","fridge","n.冰箱"
