"1","Sweden","n.瑞典"
"2","sunscreen","n.防晒霜"
"3","collection","n.收藏、收集"
"4","combination","n.结合、组合"
"5","suncream","n.防晒霜"
"6","substance","n.物质"
"7","strip","n.条、带"
"8","committee","n.委员会"
"9","straightforward","adj.直截了当的"
"10","stored","adj.储存的"
"11","compete","v.竞争"
"12","stop","v.停止 / n.站点"
"13","concert","n.音乐会"
"14","sticky","adj.粘的"
"15","conflict","n.冲突"
"16","spray","n.喷雾"
"17","contaminant","n.污染物"
"18","sponge","n.海绵"
"19","socialise","v.社交"
"20","convenient","adj.方便的"
"21","snow","n.雪"
"22","costly","adj.昂贵的"
"23","country","n.国家、乡村"
"24","couple","n.夫妻、一对"
"25","cousin","n.堂表兄弟姐妹"
"26","sleeping","n.睡眠"
"27","credit","n.信用、学分"
"28","cricket","n.板球"
"29","ability","n.能力"
"30","critical","adj.关键的、批判的"
"31","crystal","n.水晶"
"32","cupboard","n.橱柜"
"33","current","n.水流、电流 / adj.当前的"
"34","cushion","n.垫子、靠垫"
"35","sing","v.唱歌"
"36","simulating","adj.模拟的"
"37","database","n.数据库"
"38","date","n.日期"
"39","significant","adj.重要的"
"40","decline","v.下降、拒绝"
"41","signal","n.信号"
"42","shrimp","n.虾"
"43","density","n.密度"
"44","net","n.网"
"45","design","n.设计"
"46","development","n.发展"
"47","shallow","adj.浅的"
"48","centered","adj.以……为中心的"
"49","seed","n.种子"
"50","digital system","n.数字系统"
