1,gun,n.枪
2,hat,n.帽子
3,head office,n.总部
4,health check,n.体检
5,user,n.用户
6,hibernate,v.冬眠
7,highway,n.公路
8,umbrella,n.雨伞
9,horse,n.马
10,tire,n.轮胎
11,hostel,n.旅社、青年旅馆
12,hungry,adj.饥饿的
13,talk,v.说话 / n.谈话
14,immigration,n.移民
15,intelligent,adj.聪明的
16,surprising,adj.令人惊讶的
17,iron,n.铁 / v.熨烫
18,irrigation,n.灌溉
19,jeans,n.牛仔裤
20,knowledge,n.知识
21,spice,n.香料
22,land bridge,n.陆桥
23,laptop,n.笔记本电脑
24,layer,n.层
25,leak,v.泄漏 / n.漏洞
26,leather,n.皮革
27,structure,n.结构
28,lecturer,n.讲师
29,leg,n.腿
30,legal,adj.合法的
31,lemon,n.柠檬
32,list,n.列表
33,listening,n.听力
34,location,n.位置、地点
35,strap,n.带子
36,main,adj.主要的
37,manufacturing,n.制造业
38,stand,v.站立 / n.立场
39,soft,adj.柔软的
40,medication,n.药物
41,medicine,n.医学、药物
42,membership,n.会员资格
43,memory,n.记忆
44,metal,n.金属
45,singer,n.歌手
46,mistake,n.错误
47,scenario,n.情节、方案
48,sandy,adj.沙质的
49,saliva,n.唾液
50,morality,n.道德
