"1","plastic","n.塑料 / adj.塑料的"
"2","certificate","n.证书"
"3","March","n.三月"
"4","city","n.城市"
"5","driving","n.驾驶"
"6","golf","n.高尔夫"
"7","hospital","n.医院"
"8","kitchen","n.厨房"
"9","manager","n.经理"
"10","size","n.尺寸、大小"
"11","bone","n.骨头"
"12","competition","n.比赛、竞争"
"13","training","n.训练"
"14","April","n.四月"
"15","balcony","n.阳台"
"16","cake","n.蛋糕"
"17","climate","n.气候"
"18","club","n.俱乐部"
"19","distance","n.距离"
"20","electricity","n.电"
"21","environment","n.环境"
"22","fishing","n.钓鱼"
"23","glass","n.玻璃"
"24","helmet","n.头盔"
"25","interview","n.面试"
"26","lake","n.湖泊"
"27","library","n.图书馆"
"28","salt","n.盐"
"29","top","n.顶部、顶端"
"30","stone","n.石头"
"31","pollution","n.污染"
"32","colour","n.颜色"
"33","plant","n.植物"
"34","confidence","n.信心"
"35","Saturday","n.星期六"
"36","bike","n.自行车"
"37","children","n.孩子"
"38","coffee","n.咖啡"
"39","expensive","adj.昂贵的"
"40","factory","n.工厂"
"41","feedback","n.反馈"
"42","fire","n.火"
"43","fish","n.鱼"
"44","garage","n.车库"
"45","group","n.群体、组"
"46","mirror","n.镜子"
"47","noise","n.噪音"
"48","north","n.北方"
"49","ocean","n.海洋"
"50","oil","n.油"
