"1","concentrated","adj.浓缩的"
"2","concrete","n.混凝土 / adj.具体的"
"3","confirmation","n.确认"
"4","convention","n.大会、惯例"
"5","conversation","n.谈话"
"6","cookery","n.烹饪术"
"7","cosmetic","adj.化妆的 / n.化妆品"
"8","cosmetics","n.化妆品"
"9","countryside","n.乡村"
"10","course","n.课程"
"11","crop","n.农作物"
"12","crown","n.王冠"
"13","customer","n.顾客"
"14","damp","adj.潮湿的"
"15","definition","n.定义"
"16","demonstration","n.示范、游行"
"17","desk","n.书桌"
"18","director","n.导演、主管"
"19","diversity","n.多样性"
"20","doctor","n.医生"
"21","donation","n.捐赠"
"22","dressing","n.调料、穿衣"
"23","dried","adj.干燥的"
"24","durable","adj.耐用的"
"25","elastic","adj.有弹性的"
"26","error","n.错误"
"27","escape","v.逃脱 / n.逃跑"
"28","evening","n.晚上"
"29","zoom","v.快速移动 / n.变焦"
"30","written","adj.书面的"
"31","write","v.写"
"32","eyesight","n.视力"
"33","wool","n.羊毛"
"34","fan","n.风扇、迷"
"35","fishing net","n.渔网"
"36","flu","n.流感"
"37","foot","n.脚"
"38","wire","n.电线"
"39","shade","n.阴影、色度"
"40","frame","n.框架"
"41","free","adj.自由的、免费的"
"42","French","adj.法国的 / n.法语"
"43","watering","n.浇水"
"44","friend","n.朋友"
"45","front","n.前面"
"46","full-time","adj.全职的"
"47","volcanic","adj.火山的"
"48","grey","adj.灰色的"
"49","guess","v.猜测"
"50","guideline","n.指导方针"
