1,relaxation,n.放松
2,research,n.研究
3,prepared,adj.有准备的
4,poor,adj.贫穷的、差的
5,return,v.返回 / n.回报
6,right,adj.正确的 / n.权利
7,pipe,n.管子
8,pause,n.暂停
9,passive,adj.被动的
10,oxygen,n.氧气
11,salad,n.沙拉
12,sale,n.出售
13,sales,n.销售额
14,monument,n.纪念碑
15,monkey,n.猴子
16,Scotland,n.苏格兰
17,sell,v.出售
18,moisture,n.湿气
19,sensitive,adj.敏感的
20,migrate,v.迁徙
21,short,adj.短的
22,shoulder,n.肩膀
23,side,n.侧面
24,mask,n.面具、口罩
25,skill,n.技能
26,smile,n.微笑
27,snake,n.蛇
28,sock,n.袜子
29,marriage,n.婚姻
30,source,n.来源
31,south,n.南方
32,long-term,adj.长期的
33,logic,n.逻辑
34,standard,n.标准
35,star,n.星星
36,leave,v.离开
37,state,n.状态、州
38,statue,n.雕像
39,sticker,n.贴纸
40,stomach,n.胃
41,labor,n.劳动
42,storage,n.储存
43,instinctive,adj.本能的
44,strategy,n.策略
45,stripe,n.条纹
46,strong,adj.强壮的
47,hurry up,v.赶快
48,student,n.学生
49,subject,n.学科、主题
50,subway,n.地铁
