"1","taxes","n.税款"
"2","teeth","n.牙齿"
"3","textile","n.纺织品"
"4","theatre","n.剧院"
"5","threat","n.威胁"
"6","timber","n.木材"
"7","tourism","n.旅游业"
"8","treatment","n.治疗、处理"
"9","trend","n.趋势"
"10","trust","n.信任"
"11","underground","adj.地下的 / n.地铁"
"12","variable","n.变量"
"13","waiter","n.男服务员"
"14","waitress","n.女服务员"
"15","walk","v.走路 / n.散步"
"16","wealthy","adj.富有的"
"17","writing","n.写作"
"18","white","adj.白色的"
"19","swim","v.游泳"
"20","plan","n.计划"
"21","opportunity","n.机会"
"22","circle","n.圆圈"
"23","slow","adj.慢的"
"24","primary","adj.主要的"
"25","post","n.邮寄、职位"
"26","pain","n.疼痛"
"27","microwave","n.微波炉"
"28","long","adj.长的"
"29","lifting","n.举起"
"30","indoor","adj.室内的"
"31","home","n.家"
"32","gift","n.礼物"
"33","eye","n.眼睛"
"34","diving","n.潜水"
"35","dancing","n.跳舞"
"36","caravan","n.旅行拖车"
"37","sunlight","n.阳光"
"38","starvation","n.饥饿"
"39","fabric","n.织物、布料"
"40","firework","n.烟花"
"41","magnet","n.磁铁"
"42","petrol","n.汽油"
"43","rubber","n.橡胶"
"44","signature","n.签名"
"45","impact","n.影响"
"46","lighting","n.照明"
"47","invented","v.发明的"
"48","inscription","n.铭文、题词"
"49","confident","adj.自信的"
"50","sample","n.样品"
