"1","population","n.人口"
"2","room","n.房间"
"3","singing","n.唱歌"
"4","table","n.桌子"
"5","time","n.时间"
"6","wind","n.风"
"7","phone","n.电话"
"8","cafe","n.咖啡馆"
"9","sailing","n.航行"
"10","sun","n.太阳"
"11","coast","n.海岸"
"12","communication","n.交流、沟通"
"13","direction","n.方向"
"14","experience","n.经验"
"15","film","n.电影"
"16","flat","n.公寓"
"17","food","n.食物"
"18","furniture","n.家具"
"19","grass","n.草"
"20","language","n.语言"
"21","market","n.市场"
"22","migration","n.迁移、移民"
"23","name","n.名字"
"24","negative","adj.消极的、负面的"
"25","painting","n.绘画、油画"
"26","passport","n.护照"
"27","roof","n.屋顶"
"28","social","adj.社会的"
"29","soil","n.土壤"
"30","sugar","n.糖"
"31","tax","n.税"
"32","towel","n.毛巾"
"33","train","n.火车"
"34","women","n.女性"
"35","story","n.故事"
"36","material","n.材料"
"37","airport","n.机场"
"38","radio","n.收音机"
"39","conference","n.会议"
"40","chemical","n.化学物质"
"41","January","n.一月"
"42","Sunday","n.星期日"
"43","adult","n.成年人"
"44","age","n.年龄"
"45","bicycle","n.自行车"
"46","camera","n.相机"
"47","castle","n.城堡"
"48","centre","n.中心"
"49","cinema","n.电影院"
"50","clean","adj.干净的"
