"1","selection","n.选择"
"2","church","n.教堂"
"3","senior","adj.年长的 / n.高年级学生"
"4","cracked","adj.破裂的"
"5","shared","adj.共享的"
"6","shortage","n.短缺"
"7","control","n.控制"
"8","contrast","n.对比"
"9","contracture","n.挛缩"
"10","connected","adj.连接的"
"11","compositing","n.合成"
"12","compensation","n.补偿"
"13","skirt","n.裙子"
"14","smart","adj.聪明的"
"15","smoke","n.烟"
"16","snowboarding","n.单板滑雪"
"17","commitment","n.承诺"
"18","soccer","n.足球"
"19","comer","n.来者"
"20","society","n.社会"
"21","combined","adj.联合的"
"22","soup","n.汤"
"23","sour","adj.酸的"
"24","souvenir","n.纪念品"
"25","spine","n.脊柱"
"26","close down","v.关闭"
"27","stage","n.阶段、舞台"
"28","stair","n.楼梯"
"29","butterfly","n.蝴蝶"
"30","cold","adj.冷的 / n.感冒"
"31","changing","adj.变化的"
"32","change","n.变化 / v.改变"
"33","style","n.风格"
"34","suggestion","n.建议"
"35","celebration","n.庆祝"
"36","supervision","n.监督"
"37","surfing","n.冲浪"
"38","survive","v.生存"
"39","cat","n.猫"
"40","sweetener","n.甜味剂"
"41","swimming pool","n.游泳池"
"42","candy","n.糖果"
"43","symbolism","n.象征主义"
"44","syrup","n.糖浆"
"45","candle","n.蜡烛"
"46","calling","n.职业、使命"
"47","telephone","n.电话"
"48","temple","n.寺庙"
"49","bear","n.熊 / v.承受"
"50","test","n.测试"
