1,suit,n.套装、西装 / v.适合
2,support,n.支持 / v.支撑
3,hospitality,n.好客、款待
4,symbol,n.符号、象征
5,homework,n.家庭作业
6,girl,n.女孩
7,teacher,n.老师
8,television,n.电视
9,frozen,adj.冷冻的
10,therapy,n.治疗
11,thunderstorm,n.雷暴
12,fresh meat,n.鲜肉
13,total,n.总数 / adj.总的
14,trader,n.商人、交易者
15,foundation,n.基础、基金会
16,trash,n.垃圾
17,triangle,n.三角形
18,tuna,n.金枪鱼
19,tutor,n.导师
20,football,n.足球
21,vacation,n.假期
22,feet,n.脚
23,volcano,n.火山
24,wall,n.墙
25,washing,n.洗涤
26,fact,n.事实
27,weed,n.杂草
28,welcome,n.欢迎 / v.欢迎
29,wildlife,n.野生动物
30,excellent,adj.优秀的
31,work,n.工作
32,world,n.世界
33,writer,n.作家
34,end,n.结束
35,eclipse,n.日食、月食
36,drawing,n.图画
37,downstairs,adv.在楼下
38,developing,adj.发展中的
39,rate,n.比率
40,deep,adj.深的
41,context,n.语境、背景
42,congratulation,n.祝贺
43,completion,n.完成
44,citizen,n.公民
45,childhood,n.童年
46,center,n.中心
47,Mars,n.火星
48,basis,n.基础
49,cargo,n.货物
50,Canadian,adj.加拿大的 / n.加拿大人
