"1","lower","adj.较低的 / v.降低"
"2","marine","adj.海洋的 / n.海军士兵"
"3","market research","n.市场调研"
"4","market share","n.市场份额"
"5","medical","adj.医疗的"
"6","loosely","adv.松散地"
"7","live","v.居住 / adj.活的、现场直播的"
"8","linguistic","adj.语言的"
"9","microphone","n.麦克风"
"10","military","adj.军事的 / n.军队"
"11","limited","adj.有限的"
"12","minibus","n.小型客车"
"13","mining","n.采矿业"
"14","mixed","adj.混合的"
"15","mobile","adj.可移动的 / n.手机"
"16","limestone","n.石灰石"
"17","life span","n.寿命"
"18","motivation","n.动机、积极性"
"19","law firm","n.律师事务所"
"20","move","v.移动"
"21","muscle","n.肌肉"
"22","mushroom","n.蘑菇"
"23","natural","adj.自然的"
"24","nature","n.自然、本质"
"25","navigation","n.导航"
"26","lateral","adj.侧面的"
"27","neighbour","n.邻居"
"28","landmark","n.地标"
"29","jail","n.监狱"
"30","instruction","n.指令、说明"
"31","North Africa","n.北非"
"32","note","n.笔记、音符"
"33","nutrition","n.营养"
"34","obesity","n.肥胖"
"35","infrequent","adj.不频繁的"
"36","improvement","n.改进、提高"
"37","iced","adj.冰镇的"
"38","ice","n.冰"
"39","olive","n.橄榄"
"40","oral","adj.口头的、口腔的"
"41","hunger","n.饥饿"
"42","orientation","n.方向、培训"
"43","palace","n.宫殿"
"44","hot","adj.热的"
"45","hormone","n.激素"
"46","parent","n.父母"
"47","passage","n.段落、通道"
"48","passenger","n.乘客"
"49","pay","v.支付"
"50","hill","n.小山"
