"1","identity","n.身份"
"2","illegal","adj.非法的"
"3","imitate","v.模仿"
"4","imported","adj.进口的"
"5","hearing","n.听力"
"6","increased","adj.增加的"
"7","infection","n.感染"
"8","off","adv.离开、关闭"
"9","odor","n.气味"
"10","occupancy","n.占用、居住"
"11","ingredient","n.成分、配料"
"12","injury","n.伤害"
"13","observe","v.观察"
"14","novel","n.小说 / adj.新颖的"
"15","Northland","n.北部地区"
"16","non-smoking","adj.无烟的"
"17","instructor","n.讲师、教练"
"18","New Zealand","n.新西兰"
"19","irrigate","v.灌溉"
"20","isolation","n.隔离、孤立"
"21","nesting","n.筑巢"
"22","Japanese","adj.日本的 / n.日语、日本人"
"23","jean","n.牛仔布"
"24","judo","n.柔道"
"25","junior","adj.年少的 / n.晚辈"
"26","navigational","adj.航行的"
"27","ladder","n.梯子"
"28","lamb","n.羔羊"
"29","landscape","n.风景、景观"
"30","laundry","n.洗衣房、要洗的衣物"
"31","mount","n.山峰 / v.登上"
"32","leaflet","n.传单"
"33","learner","n.学习者"
"34","legend","n.传说"
"35","leisure","n.闲暇"
"36","length","n.长度"
"37","liberty","n.自由"
"38","lid","n.盖子"
"39","mind","n.头脑、思想"
"40","metre","n.米"
"41","metallic","adj.金属的"
"42","literature","n.文学"
"43","local","adj.当地的 / n.当地人"
"44","lock","n.锁"
"45","logo","n.标志"
"46","melting pot","n.大熔炉"
"47","maple","n.枫树"
"48","loyalty","n.忠诚"
"49","lung","n.肺"
"50","manual","n.手册 / adj.手工的"
