"1","think","v.思考"
"2","branch","n.分支、树枝"
"3","tide","n.潮汐"
"4","network","n.网络"
"5","bedsit","n.卧室兼客厅的单间"
"6","older","adj.年长的"
"7","workbook","n.练习册"
"8","schedule","n.时间表"
"9","effectively","adv.有效地"
"10","description","n.描述"
"11","sunshade","n.遮阳伞"
"12","missed","adj.错过的"
"13","item","n.项目、物品"
"14","note-taking","n.记笔记"
"15","idea","n.主意"
"16","student support","n.学生支持"
"17","place","n.地方"
"18","general","adj.普遍的、总体的"
"19","insulation","n.隔热、绝缘"
"20","interest","n.兴趣"
"21","predator","n.捕食者"
"22","count","v.数、计算"
"23","pianist","n.钢琴家"
"24","player","n.选手、播放器"
"25","distortion","n.扭曲"
"26","mover","n.搬运工、推动者"
"27","wing","n.翅膀"
"28","study","n.学习 / v.学习"
"29","council","n.委员会、议会"
"30","three","num.三"
"31","China","n.中国"
"32","system","n.系统"
"33","day off","n.休息日"
"34","break","n.休息、打断"
"35","noon","n.中午"
"36","taxi","n.出租车"
"37","cab","n.出租车"
"38","wait","v.等待"
"39","door-to-door","adj.挨家挨户的"
"40","sex","n.性别"
"41","creativity","n.创造力"
"42","creativeness","n.创造性"
"43","strain","n.压力、负担"
"44","repeated","adj.重复的"
"45","magic","n.魔法"
"46","touching","adj.感人的"
"47","intact","adj.完整的"
"48","stolen","adj.被偷的"
"49","brother-in-law","n.姐夫、妹夫"
"50","flag","n.旗帜"
