"1","correction","n.改正"
"2","biology","n.生物学"
"3","lesson","n.课、课程"
"4","shelter","n.避难所"
"5","viewing","n.观看"
"6","assess","v.评估"
"7","embassy","n.大使馆"
"8","statistics","n.统计学"
"9","bitterness","n.苦涩"
"10","keep-fit","n.健身"
"11","assessment","n.评估"
"12","feed","v.喂养"
"13","restriction","n.限制"
"14","England","n.英格兰"
"15","built","adj.建造的"
"16","button","n.按钮"
"17","department","n.部门"
"18","advance","n.进步、提前"
"19","reservation","n.预订"
"20","catalog","n.目录"
"21","checklist","n.清单"
"22","classroom","n.教室"
"23","review","n.评论、复习"
"24","robbery","n.抢劫"
"25","select","v.选择"
"26","field","n.领域、田地"
"27","footbridge","n.人行桥"
"28","viewpoint","n.观点、视角"
"29","thirty","num.三十"
"30","classical","adj.古典的"
"31","people","n.人们"
"32","palisade","n.栅栏"
"33","around","prep.围绕、在……周围"
"34","brake","n.刹车"
"35","finger","n.手指"
"36","together","adv.一起"
"37","sharp","adj.锋利的、敏锐的"
"38","intensive","adj.密集的"
"39","module","n.模块、单元"
"40","term","n.学期、术语"
"41","topic","n.主题"
"42","learn","v.学习"
"43","nursing","n.护理"
"44","crisis","n.危机"
"45","low-risk","adj.低风险的"
"46","statement","n.陈述、声明"
"47","technical","adj.技术的"
"48","cooperate","v.合作"
"49","persuading","n.说服"
"50","complete","adj.完整的 / v.完成"
